,from,to,database,source
3411,Lama3,Sdc2,omnipath,omnipath
3412,Lama4,Itga3,omnipath,omnipath
3413,Lama4,Itga6,omnipath,omnipath
3414,Lama4,Itga9,omnipath,omnipath
3415,Lama4,Itgav,omnipath,omnipath
3416,Lama4,Itgb1,omnipath,omnipath
3417,Lama5,Bcam,omnipath,omnipath
3418,Lama5,Cd151,omnipath,omnipath
3419,Lama5,Dag1,omnipath,omnipath
3420,Lama5,Itga2,omnipath,omnipath
3421,Lama5,Itga3,omnipath,omnipath
3422,Lama5,Itga6,omnipath,omnipath
3423,Lama5,Itgb1,omnipath,omnipath
3424,Lama5,Itgb4,omnipath,omnipath
3425,Lama5,Sdc1,omnipath,omnipath
3426,Lama5,Sv2a,omnipath,omnipath
3427,Lamb1,Cd151,omnipath,omnipath
3428,Lamb1,Itga1,omnipath,omnipath
3429,Lamb1,Itga2,omnipath,omnipath
3430,Lamb1,Itga3,omnipath,omnipath
3431,Lamb1,Itga6,omnipath,omnipath
3432,Lamb1,Itga7,omnipath,omnipath
3433,Lamb1,Itga9,omnipath,omnipath
3434,Lamb1,Itgav,omnipath,omnipath
3435,Lamb1,Itgb1,omnipath,omnipath
3436,Lamb1,Itgb4,omnipath,omnipath
3437,Lamb1,Itgb8,omnipath,omnipath
3438,Lamb2,Itga3,omnipath,omnipath
3439,Lamb2,Itga6,omnipath,omnipath
3440,Lamb2,Itgb1,omnipath,omnipath
3441,Lamb2,Itgb4,omnipath,omnipath
3442,Lamb2,Rpsa,nichenet_verschueren,nichenet_verschueren
3443,Lamb3,Cd151,omnipath,omnipath
3444,Lamb3,Itga2,omnipath,omnipath
3445,Lamb3,Itga3,omnipath,omnipath
3446,Lamb3,Itga6,omnipath,omnipath
3447,Lamb3,Itgb1,omnipath,omnipath
3448,Lamb3,Itgb4,omnipath,omnipath
3449,Lamc1,Itga1,omnipath,omnipath
3450,Lamc1,Itga2,omnipath,omnipath
3451,Lamc1,Itga3,omnipath,omnipath
3452,Lamc1,Itga6,omnipath,omnipath
3453,Lamc1,Itga7,omnipath,omnipath
3454,Lamc1,Itgav,omnipath,omnipath
3455,Lamc1,Itgb1,omnipath,omnipath
3456,Lamc1,Itgb4,omnipath,omnipath
3457,Lamc2,Cd151,omnipath,omnipath
3458,Lamc2,Itga2,omnipath,omnipath
3459,Lamc2,Itga3,omnipath,omnipath
3460,Lamc2,Itga6,omnipath,omnipath
3461,Lamc2,Itga9,omnipath,omnipath
3462,Lamc2,Itgb1,omnipath,omnipath
3463,Lamc2,Itgb4,omnipath,omnipath
3464,Lamc3,Cd44,nichenet_verschueren,nichenet_verschueren
3465,Lamc3,Dag1,nichenet_verschueren,nichenet_verschueren
3466,Lamc3,Itga1,nichenet_verschueren,nichenet_verschueren
3467,Lamc3,Itga2,omnipath,omnipath
3468,Lamc3,Itga3,omnipath,omnipath
3469,Lamc3,Itga6,omnipath,omnipath
3470,Lamc3,Itga7,nichenet_verschueren,nichenet_verschueren
3471,Lamc3,Itga9,nichenet_verschueren,nichenet_verschueren
3472,Lamc3,Itgav,nichenet_verschueren,nichenet_verschueren
3473,Lamc3,Itgb1,omnipath,omnipath
3474,Lamc3,Itgb4,omnipath,omnipath
3475,Lamc3,Itgb8,nichenet_verschueren,nichenet_verschueren
3476,Lamc3,Sv2c,nichenet_verschueren,nichenet_verschueren
3477,Layn,Gp5,nichenet_verschueren,nichenet_verschueren
3478,Layn,Ly6g6f,omnipath,omnipath
3479,Lcn11,Ptprc,omnipath,omnipath
3480,Lcn2,Fcgr3,omnipath,omnipath
3481,Lcn2,Fcgr2b,omnipath,omnipath
3482,Lcn2,Lrp2,omnipath,omnipath
3483,Leap2,Ghsr,omnipath,omnipath
3484,Lefty1,Acvr1b,omnipath,omnipath
3485,Lefty1,Acvr2a,omnipath,omnipath
3486,Lefty1,Acvr2b,omnipath,omnipath
3487,Lefty2,Acvr1b,omnipath,omnipath
3488,Lefty2,Acvr2a,omnipath,omnipath
3489,Lefty2,Acvr2b,omnipath,omnipath
3490,Lep,Islr2,omnipath,omnipath
3491,Lep,Lepr,omnipath,omnipath
3492,Lep,Lrp2,omnipath,omnipath
3493,Lfng,Notch1,omnipath,omnipath
3494,Lfng,Notch2,omnipath,omnipath
3495,Lgals1,Cd69,omnipath,omnipath
3496,Lgals1,Itgb1,omnipath,omnipath
3497,Lgals1,Ptprc,omnipath,omnipath
3498,Lgals3,Anxa2,omnipath,omnipath
3499,Lgals3,Eng,omnipath,omnipath
3500,Lgals3,Lag3,omnipath,omnipath
3501,Lgals3,Mcam,omnipath,omnipath
3502,Lgals3,Ptprk,omnipath,omnipath
3503,Lgals3bp,Cd33,omnipath,omnipath
3504,Lgals3bp,Itgb1,omnipath,omnipath
3505,Lgi1,Adam23,omnipath,omnipath
3506,Lgi1,Rtn4r,omnipath,omnipath
3507,Lgi2,Adam23,omnipath,omnipath
3508,Lgi3,Adam23,omnipath,omnipath
3509,Lgi3,Stx1a,omnipath,omnipath
3510,Lgi4,Adam23,omnipath,omnipath
3511,Lhb,Adcyap1r1,omnipath,omnipath
3512,Lhb,Adrb2,omnipath,omnipath
3513,Lhb,Adrb3,omnipath,omnipath
3514,Lhb,Gpr20,omnipath,omnipath
3515,Lhb,Gpr84,omnipath,omnipath
3516,Lhb,Lhcgr,omnipath,omnipath
3517,Lhb,Pth1r,omnipath,omnipath
3518,Lhb,Ramp2,omnipath,omnipath
3519,Lhb,Ramp3,omnipath,omnipath
3520,Lhb,Tshr,omnipath,omnipath
3521,Lhb,Vipr1,omnipath,omnipath
3522,Lif,Il6st,omnipath,omnipath
3523,Lif,Lifr,omnipath,omnipath
3524,Lilr4b,Cntfr,nichenet_verschueren,nichenet_verschueren
3525,Lilr4b,Fgfr4,omnipath,omnipath
3526,Lilr4b,Lair1,omnipath,omnipath
3527,Lilra5,Cntfr,nichenet_verschueren,nichenet_verschueren
3528,Lilra5,Lair1,omnipath,omnipath
3529,Lilra6,Cd300e,omnipath,omnipath
3530,Lilra6,Cntfr,nichenet_verschueren,nichenet_verschueren
3531,Lilra6,Lair1,omnipath,omnipath
3532,Lilra6,Lctl,omnipath,omnipath
3533,Lilra6,Ly6g6f,omnipath,omnipath
3534,Lilrb4a,Cntfr,nichenet_verschueren,nichenet_verschueren
3535,Lilrb4a,Fgfr4,omnipath,omnipath
3536,Lilrb4a,Lair1,omnipath,omnipath
3537,Lin7a,Slc6a12,omnipath,omnipath
3538,Lin7b,Aqp1,omnipath,omnipath
3539,Lin7b,Kcnj4,omnipath,omnipath
3540,Lin7c,Abca1,omnipath,omnipath
3541,Lin7c,Htr2c,omnipath,omnipath
3542,Lin7c,Kcnj4,omnipath,omnipath
3543,Lingo4,Nfasc,omnipath,omnipath
3544,Lipc,Lrp1,omnipath,omnipath
3545,Liph,Lpar1,omnipath,omnipath
3546,Liph,Lpar2,omnipath,omnipath
3547,Liph,Lpar4,omnipath,omnipath
3548,Lpl,Gpihbp1,omnipath,omnipath
3549,Lpl,Lrp1,omnipath,omnipath
3550,Lpl,Lrp2,omnipath,omnipath
3551,Lpl,Sdc1,omnipath,omnipath
3552,Lpl,Vldlr,omnipath,omnipath
3553,Lrch4,Cadm3,nichenet_verschueren,nichenet_verschueren
3554,Lrfn1,Ptprs,nichenet_verschueren,nichenet_verschueren
3555,Lrfn3,Fcrl1,omnipath,omnipath
3556,Lrfn4,Ptprd,nichenet_verschueren,nichenet_verschueren
3557,Lrfn4,Ptprs,nichenet_verschueren,nichenet_verschueren
3558,Lrfn5,Ptprd,omnipath,omnipath
3559,Lrfn5,Ptprf,omnipath,omnipath
3560,Lrfn5,Ptprs,omnipath,omnipath
3561,Lrfn5,Tie1,nichenet_verschueren,nichenet_verschueren
3562,Lrfn5,Tnfrsf14,nichenet_verschueren,nichenet_verschueren
3563,Lrig1,Egfr,omnipath,omnipath
3564,Lrig1,Erbb2,omnipath,omnipath
3565,Lrig1,Erbb3,omnipath,omnipath
3566,Lrig1,Erbb4,omnipath,omnipath
3567,Lrig1,Met,omnipath,omnipath
3568,Lrig1,Mog,nichenet_verschueren,nichenet_verschueren
3569,Lrig2,Egfr,omnipath,omnipath
3570,Lrit1,Fcrl1,omnipath,omnipath
3571,Lrit1,Siglech,omnipath,omnipath
3572,Lrit1,Siglecf,omnipath,omnipath
3573,Lrit1,Cd33,omnipath,omnipath
3574,Lrit2,Ptprd,nichenet_verschueren,nichenet_verschueren
3575,Lrit2,Siglecg,omnipath,omnipath
3576,Lrp1b,Plaur,omnipath,omnipath
3577,Lrpap1,Cd320,nichenet_verschueren,nichenet_verschueren
3578,Lrpap1,Lrp1,nichenet_verschueren,nichenet_verschueren
3579,Lrpap1,Sirpa,nichenet_verschueren,nichenet_verschueren
3580,Lrrc4,Neto2,omnipath,omnipath
3581,Lrrc4,Ntng2,nichenet_verschueren,nichenet_verschueren
3582,Lrrc4,Prss55,nichenet_verschueren,nichenet_verschueren
3583,Lrrc4b,Gm36028,nichenet_verschueren,nichenet_verschueren
3584,Lrrc4b,Ptprd,omnipath,omnipath
3585,Lrrc4b,Ptprf,omnipath,omnipath
3586,Lrrc4b,Ptprs,omnipath,omnipath
3587,Lrrc4b,Unc5d,omnipath,omnipath
3588,Lrrc4c,Gm36028,nichenet_verschueren,nichenet_verschueren
3589,Lrrc4c,Ldlr,nichenet_verschueren,nichenet_verschueren
3590,Lrrc4c,Lrrtm4,omnipath,omnipath
3591,Lrrc4c,Ntm,nichenet_verschueren,nichenet_verschueren
3592,Lrrc4c,Ntng1,omnipath,omnipath
3593,Lrrc4c,Siglec15,nichenet_verschueren,nichenet_verschueren
3594,Lrrc4c,Siglece,nichenet_verschueren,nichenet_verschueren
3595,Lrrc4c,Siglecf,nichenet_verschueren,nichenet_verschueren
3596,Lrrc4c,Tmem53,omnipath,omnipath
3597,Lrrc4c,Unc5a,omnipath,omnipath
3598,Lrrc52,Cd300lb,nichenet_verschueren,nichenet_verschueren
3599,Lrrc52,Trem2,nichenet_verschueren,nichenet_verschueren
3600,Lrrn1,Lrrc4,omnipath,omnipath
3601,Lrrn1,Lrrc4c,omnipath,omnipath
3602,Lrrn1,Unc5a,omnipath,omnipath
3603,Lrrn2,Tmem123,omnipath,omnipath
3604,Lrrtm2,Fgfr3,nichenet_verschueren,nichenet_verschueren
3605,Lrrtm2,Fgfr4,omnipath,omnipath
3606,Lrrtm2,Igdcc4,omnipath,omnipath
3607,Lrrtm2,Mog,nichenet_verschueren,nichenet_verschueren
3608,Lrrtm2,Oscar,omnipath,omnipath
3609,Lrrtm2,Prtg,omnipath,omnipath
3610,Lrrtm2,Treml2,omnipath,omnipath
3611,Lrrtm2,Unc5a,omnipath,omnipath
3612,Lrrtm3,Mog,nichenet_verschueren,nichenet_verschueren
3613,Lrrtm3,Ngfr,nichenet_verschueren,nichenet_verschueren
3614,Lrtm2,Il6ra,nichenet_verschueren,nichenet_verschueren
3615,Lsamp,Negr1,omnipath,omnipath
3616,Lsamp,Opcml,omnipath,omnipath
3617,Lta,Ltbr,omnipath,omnipath
3618,Lta,Tnfrsf14,omnipath,omnipath
3619,Lta,Tnfrsf1a,omnipath,omnipath
3620,Lta,Tnfrsf1b,omnipath,omnipath
3621,Ltb,Cd40,omnipath,omnipath
3622,Ltb,Ltbr,omnipath,omnipath
3623,Ltb,Tnfrsf1a,omnipath,omnipath
3624,Ltbp1,Itgb5,omnipath,omnipath
3625,Ltbp3,Itgb5,omnipath,omnipath
3626,Ltf,Ager,omnipath,omnipath
3627,Ltf,Boc,omnipath,omnipath
3628,Ltf,Igdcc4,omnipath,omnipath
3629,Ltf,Il1rl1,omnipath,omnipath
3630,Ltf,Lrp1,omnipath,omnipath
3631,Ltf,Lrp11,omnipath,omnipath
3632,Ltf,Tfrc,omnipath,omnipath
3633,Ltf,Tnfrsf11b,omnipath,omnipath
3634,Ltf,Treml2,omnipath,omnipath
3635,Lum,Itgb1,omnipath,omnipath
3636,Lvrn,Vsig8,omnipath,omnipath
3637,Ly6g5c,Pgap6,omnipath,omnipath
3638,Ly6g6f,Csf1r,nichenet_verschueren,nichenet_verschueren
3639,Ly6g6f,Ddr1,nichenet_verschueren,nichenet_verschueren
3640,Ly6g6f,Layn,nichenet_verschueren,nichenet_verschueren
3641,Ly6g6f,Lilra5,omnipath,omnipath
3642,Ly6g6f,Lilra6,nichenet_verschueren,nichenet_verschueren
3643,Ly6g6f,Pira1,nichenet_verschueren,nichenet_verschueren
3644,Ly6g6f,Pira2,nichenet_verschueren,nichenet_verschueren
3645,Ly6g6f,Pira6,nichenet_verschueren,nichenet_verschueren
3646,Ly6g6f,Pirb,nichenet_verschueren,nichenet_verschueren
3647,Ly6g6f,Gm14548,nichenet_verschueren,nichenet_verschueren
3648,Ly6g6f,Gm15448,nichenet_verschueren,nichenet_verschueren
3649,Ly6g6f,Pira12,nichenet_verschueren,nichenet_verschueren
3650,Ly6g6f,Lilra5,nichenet_verschueren,nichenet_verschueren
3651,Ly6g6f,Pira13,nichenet_verschueren,nichenet_verschueren
3652,Ly6g6f,Robo3,nichenet_verschueren,nichenet_verschueren
3653,Ly86,Cd180,omnipath,omnipath
3654,Ly9,Tnfrsf17,nichenet_verschueren,nichenet_verschueren
3655,Lypd6,Il20ra,nichenet_verschueren,nichenet_verschueren
3656,Lyz1,Itgal,omnipath,omnipath
3657,Lyz2,Itgal,omnipath,omnipath
3658,Madcam1,Cd44,omnipath,omnipath
3659,Madcam1,Itga4,omnipath,omnipath
3660,Madcam1,Itgb7,omnipath,omnipath
3661,Madcam1,Siglece,omnipath,omnipath
3662,Mag,Mag,nichenet_verschueren,nichenet_verschueren
3663,Mansc1,Gpr55,omnipath,omnipath
3664,Matn1,Itga1,omnipath,omnipath
3665,Matn1,Itgb1,omnipath,omnipath
3666,Mbl2,C1qb,omnipath,omnipath
3667,Mbl2,Calcr,omnipath,omnipath
3668,Mbl2,Cd93,omnipath,omnipath
3669,Mbl2,Lrp1,omnipath,omnipath
3670,Mcam,Cd226,omnipath,omnipath
3671,Mcam,Cntn1,omnipath,omnipath
3672,Mcam,Fgfr4,nichenet_verschueren,nichenet_verschueren
3673,Mcam,Tmem132a,omnipath,omnipath
3674,Mdk,Alk,omnipath,omnipath
3675,Mdk,Itga4,omnipath,omnipath
3676,Mdk,Itga6,omnipath,omnipath
3677,Mdk,Itgb1,omnipath,omnipath
3678,Mdk,Lrp1,omnipath,omnipath
3679,Mdk,Lrp2,omnipath,omnipath
3680,Mdk,Notch2,omnipath,omnipath
3681,Mdk,Ptprb,nichenet_verschueren,nichenet_verschueren
3682,Mdk,Ptprz1,omnipath,omnipath
3683,Mdk,Sdc1,omnipath,omnipath
3684,Mdk,Sdc2,omnipath,omnipath
3685,Mdk,Sdc3,omnipath,omnipath
3686,Mdk,Sdc4,omnipath,omnipath
3687,Mdk,Tspan1,omnipath,omnipath
3688,Megf10,Abca1,omnipath,omnipath
3689,Meltf,Tfrc,omnipath,omnipath
3690,Mfap2,Notch1,omnipath,omnipath
3691,Mfap3l,Ceacam1,omnipath,omnipath
3692,Mfap3l,Ceacam2,omnipath,omnipath
3693,Mfap3l,Mpzl2,omnipath,omnipath
3694,Mfap5,Notch1,omnipath,omnipath
3695,Mfge8,Itgav,omnipath,omnipath
3696,Mfge8,Itgb3,omnipath,omnipath
3697,Mfge8,Itgb5,omnipath,omnipath
3698,Mfge8,Pdgfrb,omnipath,omnipath
3699,Mfng,Notch1,omnipath,omnipath
3700,Mfng,Notch2,omnipath,omnipath
3701,Mia,Cdh7,omnipath,omnipath
3702,Mia,Itga4,omnipath,omnipath
3703,Mia,Itga5,omnipath,omnipath
3704,Mia,Itgb1,omnipath,omnipath
3705,Mif,Ackr3,omnipath,omnipath
3706,Mif,Cd44,omnipath,omnipath
3707,Mif,Cd74,omnipath,omnipath
3708,Mif,Cxcr2,omnipath,omnipath
3709,Mif,Cxcr4,omnipath,omnipath
3710,Mif,Egfr,omnipath,omnipath
3711,Mill1,Hcst,omnipath,omnipath
3712,Mill1,Klrk1,omnipath,omnipath
3713,Mill1,Pcdhac1,nichenet_verschueren,nichenet_verschueren
3714,Mill2,Hcst,omnipath,omnipath
3715,Mill2,Klrk1,omnipath,omnipath
3716,Mill2,Pcdhac1,nichenet_verschueren,nichenet_verschueren
3717,Mmp12,F12,omnipath,omnipath
3718,Mmp12,Plaur,omnipath,omnipath
3719,Mmp13,F12,omnipath,omnipath
3720,Mmp13,Lrp1,omnipath,omnipath
3721,Mmp14,Adam9,omnipath,omnipath
3722,Mmp14,Cd44,omnipath,omnipath
3723,Mmp14,Ddr1,omnipath,omnipath
3724,Mmp14,F12,omnipath,omnipath
3725,Mmp14,Mmp13,omnipath,omnipath
3726,Mmp14,Mmp2,omnipath,omnipath
3727,Mmp14,Sdc1,omnipath,omnipath
3728,Mmp15,Ddr1,omnipath,omnipath
3729,Mmp16,Ddr1,omnipath,omnipath
3730,Mmp16,Mmp2,omnipath,omnipath
3731,Mmp1a,Cd44,omnipath,omnipath
3732,Mmp1a,F2r,omnipath,omnipath
3733,Mmp1a,Itga2,omnipath,omnipath
3734,Mmp1b,Cd44,omnipath,omnipath
3735,Mmp1b,F2r,omnipath,omnipath
3736,Mmp1b,Itga2,omnipath,omnipath
3737,Mmp2,Ccr2,omnipath,omnipath
3738,Mmp2,Ddr1,omnipath,omnipath
3739,Mmp2,Egfr,omnipath,omnipath
3740,Mmp2,F2r,omnipath,omnipath
3741,Mmp2,Fgfr1,omnipath,omnipath
3742,Mmp2,Itgav,omnipath,omnipath
3743,Mmp2,Itgb3,omnipath,omnipath
3744,Mmp2,Lrp2,omnipath,omnipath
3745,Mmp2,Pecam1,omnipath,omnipath
3746,Mmp2,Sdc2,omnipath,omnipath
3747,Mmp25,Mmp2,omnipath,omnipath
3748,Mmp7,Cd151,omnipath,omnipath
3749,Mmp7,Cd44,omnipath,omnipath
3750,Mmp7,Erbb4,omnipath,omnipath
3751,Mmp7,Itgb4,omnipath,omnipath
3752,Mmp7,Mmp1a,omnipath,omnipath
3753,Mmp7,Mmp1b,omnipath,omnipath
3754,Mmp7,Sdc1,omnipath,omnipath
3755,Mmp9,Cd44,omnipath,omnipath
3756,Mmp9,Ddr1,omnipath,omnipath
3757,Mmp9,Ephb2,omnipath,omnipath
3758,Mmp9,Ifnar1,omnipath,omnipath
3759,Mmp9,Itgam,omnipath,omnipath
3760,Mmp9,Gm49368,omnipath,omnipath
3761,Mmp9,Itgb2,omnipath,omnipath
3762,Mmp9,Itgb2l,omnipath,omnipath
3763,Mmp9,Lrp1,omnipath,omnipath
3764,Mmp9,Reck,omnipath,omnipath
3765,Mmp9,Tlr9,omnipath,omnipath
3766,Mmrn2,Cd248,omnipath,omnipath
3767,Mmrn2,Cd93,omnipath,omnipath
3768,Mmrn2,Clec14a,omnipath,omnipath
3769,Mpdz,Cldn1,omnipath,omnipath
3770,Mpdz,Cldn4,omnipath,omnipath
3771,Mpdz,Cldn13,omnipath,omnipath
3772,Mpdz,Cldn5,omnipath,omnipath
3773,Mpdz,Cldn8,omnipath,omnipath
3774,Mpdz,F11r,omnipath,omnipath
3775,Mpig6b,Ager,omnipath,omnipath
3776,Mpig6b,Boc,omnipath,omnipath
3777,Mpig6b,Il1rl1,omnipath,omnipath
3778,Mpig6b,Oscar,omnipath,omnipath
3779,Mpig6b,Robo1,omnipath,omnipath
3780,Mpig6b,Tnfrsf21,omnipath,omnipath
3781,Mpig6b,Unc5a,omnipath,omnipath
3782,Mpig6b,Unc5d,omnipath,omnipath
3783,Mpz,Il6ra,omnipath,omnipath
3784,Mpz,Islr2,omnipath,omnipath
3785,Mpz,Lilra5,omnipath,omnipath
3786,Mpz,Lilra6,omnipath,omnipath
3787,Mpz,Pira1,omnipath,omnipath
3788,Mpz,Pira2,omnipath,omnipath
3789,Mpz,Pira6,omnipath,omnipath
3790,Mpz,Pirb,omnipath,omnipath
3791,Mpz,Gm14548,omnipath,omnipath
3792,Mpz,Gm15448,omnipath,omnipath
3793,Mpz,Pira12,omnipath,omnipath
3794,Mpz,Pira13,omnipath,omnipath
3795,Mpz,Mpz,nichenet_verschueren,nichenet_verschueren
3796,Mpz,Siglech,omnipath,omnipath
3797,Mpz,Siglecf,omnipath,omnipath
3798,Mpz,Cd33,omnipath,omnipath
3799,Mpzl3,AU040320,nichenet_verschueren,nichenet_verschueren
3800,Mpzl3,Mpzl2,omnipath,omnipath
3801,Msmb,Gpr55,omnipath,omnipath
3802,Msmp,Ccr2,omnipath,omnipath
3803,Msn,Slc9a1,omnipath,omnipath
3804,Mst1,Mst1r,omnipath,omnipath
3805,Mstn,Acvr1b,omnipath,omnipath
3806,Mstn,Acvr2a,omnipath,omnipath
3807,Mstn,Acvr2b,omnipath,omnipath
3808,Mstn,Tgfbr1,omnipath,omnipath
3809,Muc1,Siglece,omnipath,omnipath
3810,Muc4,Erbb2,omnipath,omnipath
3811,Mug1,Mmp2,omnipath,omnipath
3812,Mug1,Mmp9,omnipath,omnipath
3813,Mug1,Sctr,omnipath,omnipath
3814,Mug2,Mmp2,omnipath,omnipath
3815,Mug2,Mmp9,omnipath,omnipath
3816,Mug2,Sctr,omnipath,omnipath
3817,Mxra8,Jam3,omnipath,omnipath
3818,Myoc,Fzd1,omnipath,omnipath
3819,Myoc,Fzd10,omnipath,omnipath
3820,Myoc,Fzd3,omnipath,omnipath
3821,Myoc,Fzd4,omnipath,omnipath
3822,Myoc,Fzd7,omnipath,omnipath
3823,Naaladl1,Cd96,omnipath,omnipath
3824,Nampt,Adora2a,omnipath,omnipath
3825,Nampt,Insr,omnipath,omnipath
3826,Nampt,Itga5,omnipath,omnipath
3827,Nampt,Itgb1,omnipath,omnipath
3828,Ncam1,Cacna1c,omnipath,omnipath
3829,Ncam1,Clec14a,omnipath,omnipath
3830,Ncam1,Clec2l,omnipath,omnipath
3831,Ncam1,Cntn1,omnipath,omnipath
3832,Ncam1,Fgfr1,omnipath,omnipath
3833,Ncam1,Fgfr2,omnipath,omnipath
3834,Ncam1,Gfra1,omnipath,omnipath
3835,Ncam1,Islr2,omnipath,omnipath
3836,Ncam1,Ncam1,nichenet_verschueren,nichenet_verschueren
3837,Ncam1,Nptn,nichenet_verschueren,nichenet_verschueren
3838,Ncam1,Ptprs,omnipath,omnipath
3839,Ncam1,Ptprz1,omnipath,omnipath
3840,Ncam1,Robo1,omnipath,omnipath
3841,Ncam1,Robo3,omnipath,omnipath
3842,Ncan,Cdh2,omnipath,omnipath
3843,Ncan,Sdc3,omnipath,omnipath
3844,Ndp,Fzd4,omnipath,omnipath
3845,Ndp,Lgr4,omnipath,omnipath
3846,Ndp,Lrp5,omnipath,omnipath
3847,Nectin1,Cadm3,omnipath,omnipath
3848,Nectin1,Cd96,omnipath,omnipath
3849,Nectin1,Fgfr1,omnipath,omnipath
3850,Nectin1,Nectin1,nichenet_verschueren,nichenet_verschueren
3851,Nectin1,Nectin3,omnipath,omnipath
3852,Nectin1,Nectin4,omnipath,omnipath
3853,Nectin2,Cd226,omnipath,omnipath
3854,Nectin2,Cd96,omnipath,omnipath
3855,Nectin2,Nectin2,nichenet_verschueren,nichenet_verschueren
3856,Nectin2,Nectin3,omnipath,omnipath
3857,Nectin2,Nectin4,omnipath,omnipath
3858,Nectin2,Pvr,omnipath,omnipath
3859,Nectin2,Pvrig,omnipath,omnipath
3860,Nectin2,Tigit,omnipath,omnipath
3861,Nectin3,Cadm1,omnipath,omnipath
3862,Nectin3,Cadm3,omnipath,omnipath
3863,Nectin3,Gucy2e,nichenet_verschueren,nichenet_verschueren
3864,Nectin3,Nectin1,omnipath,omnipath
3865,Nectin3,Nectin2,omnipath,omnipath
3866,Nectin3,Pvr,omnipath,omnipath
3867,Nectin3,Tigit,omnipath,omnipath
3868,Nectin4,Gucy2e,nichenet_verschueren,nichenet_verschueren
3869,Nectin4,Nectin1,nichenet_verschueren,nichenet_verschueren
3870,Nectin4,Nectin2,nichenet_verschueren,nichenet_verschueren
3871,Nectin4,Pvr,nichenet_verschueren,nichenet_verschueren
3872,Nectin4,Tigit,omnipath,omnipath
3873,Negr1,Igsf9b,omnipath,omnipath
3874,Negr1,Negr1,nichenet_verschueren,nichenet_verschueren
3875,Negr1,Ntm,nichenet_verschueren,nichenet_verschueren
3876,Negr1,Opcml,nichenet_verschueren,nichenet_verschueren
3877,Negr1,Tnfrsf17,nichenet_verschueren,nichenet_verschueren
3878,Nell2,Robo3,omnipath,omnipath
3879,Neo1,Hjv,omnipath,omnipath
3880,Neo1,Rgmb,omnipath,omnipath
3881,Neto2,Fcrl1,omnipath,omnipath
3882,Neto2,Il18r1,nichenet_verschueren,nichenet_verschueren
3883,Neto2,Lrrc4,nichenet_verschueren,nichenet_verschueren
3884,Nfasc,Cntn1,omnipath,omnipath
3885,Nfasc,Cntnap1,omnipath,omnipath
3886,Nfasc,Nrcam,omnipath,omnipath
3887,Nfasc,Nrp2,nichenet_verschueren,nichenet_verschueren
3888,Ngf,Ngfr,omnipath,omnipath
3889,Ngf,Ntrk1,omnipath,omnipath
3890,Ngf,Sort1,omnipath,omnipath
3891,Nid1,Col13a1,omnipath,omnipath
3892,Nid1,Itga3,omnipath,omnipath
3893,Nid1,Itgav,omnipath,omnipath
3894,Nid1,Itgb1,omnipath,omnipath
3895,Nid1,Itgb3,omnipath,omnipath
3896,Nid1,Ptprf,omnipath,omnipath
3897,Nid2,Col13a1,omnipath,omnipath
3898,Nlgn1,Nrxn1,omnipath,omnipath
3899,Nlgn1,Nrxn2,omnipath,omnipath
3900,Nlgn1,Nrxn3,omnipath,omnipath
3901,Nlgn2,Mdga1,omnipath,omnipath
3902,Nlgn2,Nrxn1,omnipath,omnipath
3903,Nlgn2,Nrxn2,omnipath,omnipath
3904,Nlgn2,Nrxn3,omnipath,omnipath
3905,Nlgn3,Cd2,nichenet_verschueren,nichenet_verschueren
3906,Nlgn3,Mdga1,omnipath,omnipath
3907,Nlgn3,Nrxn1,omnipath,omnipath
3908,Nlgn3,Nrxn2,omnipath,omnipath
3909,Nlgn3,Nrxn3,omnipath,omnipath
3910,Nmb,Brs3,omnipath,omnipath
3911,Nmb,Grpr,omnipath,omnipath
3912,Nmb,Nmbr,omnipath,omnipath
3913,Nms,Adra2a,omnipath,omnipath
3914,Nms,Grm7,omnipath,omnipath
3915,Nms,Mtnr1a,omnipath,omnipath
3916,Nms,Nmur1,omnipath,omnipath
3917,Nms,Nmur2,omnipath,omnipath
3918,Nmu,Nmur1,omnipath,omnipath
3919,Nmu,Nmur2,omnipath,omnipath
3920,Nodal,Acvr1b,omnipath,omnipath
3921,Nodal,Acvr1c,omnipath,omnipath
3922,Nodal,Acvr2a,omnipath,omnipath
3923,Nodal,Acvr2b,omnipath,omnipath
3924,Nodal,Cfc1,omnipath,omnipath
3925,Nodal,Tdgf1,omnipath,omnipath
3926,Nog,Bmpr1a,omnipath,omnipath
3927,Nog,Bmpr1b,omnipath,omnipath
3928,Nog,Bmpr2,omnipath,omnipath
3929,Npb,Adra2a,omnipath,omnipath
3930,Npb,Grm7,omnipath,omnipath
3931,Npb,Mtnr1a,omnipath,omnipath
3932,Npb,Npbwr1,omnipath,omnipath
3933,Npff,Mas1,nichenet_verschueren,nichenet_verschueren
3934,Npff,Npffr1,omnipath,omnipath
3935,Npff,Npffr2,omnipath,omnipath
3936,Nphs1,Trpc6,omnipath,omnipath
3937,Npnt,Itga8,omnipath,omnipath
3938,Npnt,Itgb1,omnipath,omnipath
3939,Nppa,Npr1,omnipath,omnipath
3940,Nppa,Npr2,omnipath,omnipath
3941,Nppa,Npr3,omnipath,omnipath
3942,Nppb,Dpp4,omnipath,omnipath
3943,Nppb,Fap,omnipath,omnipath
3944,Nppb,Npr1,omnipath,omnipath
